search,found,file num
lawrence_kohlberg,Lawrence Kohlberg,174
satyagraha,Satyagraha,174
jean_genet,Jean Genet,174
transcription_(genetics),Transcription (genetics),174
angry_young_men,Angry young men,174
chaperone_(protein),Chaperone (protein),174
microcredit,Microcredit,175
treasure_island,Treasure Island,175
cecil_rhodes,Cecil Rhodes,175
human_intelligence,Human intelligence,175
steppenwolf_(novel),Steppenwolf (novel),175
dian_fossey,Dian Fossey,175
esophagus,Esophagus,175
high-performance_liquid_chromatography,High-performance liquid chromatography,175
schenck_v._united_states,Schenck v. United States,176
lake_geneva,Lake Geneva,176
glycogen,Glycogen,176
lake_winnipeg,Lake Winnipeg,176
pepsin,Pepsin,176
cognitive_dissonance,Cognitive dissonance,176
fifth_force,Fifth force,176
lake_tanganyika,Lake Tanganyika,176
opium_wars,Opium Wars,176
mean_free_path,Mean free path,177
kyrgyzstan,Kyrgyzstan,177
miguel_hidalgo_y_costilla,Miguel Hidalgo y Costilla,177
synchrotron_radiation,Synchrotron radiation,177
chitin,Chitin,177
esau,Esau,177
ambrose_burnside,Ambrose Burnside,178
horace_greeley,Horace Greeley,178
gabriela_mistral,Gabriela Mistral,178
david_alfaro_siqueiros,David Alfaro Siqueiros,178
tammany_hall,Tammany Hall,178
dispersion_(optics),Dispersion (optics),179
lichen,Lichen,179
glottal_stop,Glottal stop,179
lactic_acid,Lactic acid,179
elias_james_corey,Elias James Corey,179
klezmer,Klezmer,179
condensation_reaction,Condensation reaction,179
growth_hormone,Growth hormone,179
public_good,Public good,179
drosophila_melanogaster,Drosophila melanogaster,179
panopticon,Panopticon,179
miguel_de_unamuno,Miguel de Unamuno,179
elgin_marbles,Elgin Marbles,179
geneva_bible,Geneva Bible,179
just_war_theory,Just war theory,179
hawking_radiation,Hawking radiation,180
rosa_luxemburg,Rosa Luxemburg,180
the_pilgrim's_progress,The Pilgrim's Progress,180
nicolas_malebranche,Nicolas Malebranche,180
george_h._pendleton,George H. Pendleton,180
birefringence,Birefringence,180
roland_barthes,Roland Barthes,180
orlando_furioso,Orlando Furioso,180
fritz_haber,Fritz Haber,180
carl_bosch,Carl Bosch,180
sharpless_asymmetric_dihydroxylation,Sharpless asymmetric dihydroxylation,180
degenerate_art,Degenerate art,180
ishi,Ishi,180
karl_mannheim,Karl Mannheim,180
bonampak,Bonampak,181
'pataphysics,'Pataphysics,181
dualism_(philosophy_of_mind),Dualism (philosophy of mind),181
magnetic_monopole,Magnetic monopole,181
moral_hazard,Moral hazard,181
critical_mass,Critical mass,181
moksha,Moksha,181
octatonic_scale,Octatonic scale,181
thomas_friedman,Thomas Friedman,181
the_sorrows_of_young_werther,The Sorrows of Young Werther,181
zeeman_effect,Zeeman effect,181
infallibility,Infallibility,181
hyperion_(moon),Hyperion (moon),182
operon,Operon,182
foot_binding,Foot binding,182
merrimack_river,Merrimack River,182
james_baldwin,James Baldwin,182
discourse_on_the_method,Discourse on the Method,182
active_galactic_nucleus,Active galactic nucleus,182
heitor_villa-lobos,Heitor Villa-Lobos,182
elements_of_the_philosophy_of_right,Elements of the Philosophy of Right,182
great_attractor,Great Attractor,182
problem_of_induction,Problem of induction,182
personality,Personality,182
catacombs_of_rome,Catacombs of Rome,183
great_zimbabwe,Great Zimbabwe,183
atp_synthase,ATP synthase,183
anaphase,Anaphase,183
nadine_gordimer,Nadine Gordimer,184
orange_river,Orange River,184
jury_nullification,Jury nullification,184
un_ballo_in_maschera,Un ballo in maschera,184
color_charge,Color charge,185
ivan_turgenev,Ivan Turgenev,185
treaty_of_utrecht,Treaty of Utrecht,185
colorado_river,Colorado River,185
capital_(economics),Capital (economics),185
guillaume_de_machaut,Guillaume de Machaut,185
marcus_garvey,Marcus Garvey,185
tiamat,Tiamat,185
lady_of_the_lake,Lady of the Lake,185
safavid_dynasty,Safavid dynasty,185
mali_empire,Mali Empire,186
george_santayana,George Santayana,186
pyrrole,Pyrrole,186
kronecker_delta,Kronecker delta,186
ephedrine,Ephedrine,186
pictures_at_an_exhibition,Pictures at an Exhibition,186
namib_desert,Namib Desert,186
galaxy_rotation_curve,Galaxy rotation curve,186
thermodynamic_activity,Thermodynamic activity,186
mount_hood,Mount Hood,186
brahmaputra_river,Brahmaputra River,186
samuel_von_pufendorf,Samuel von Pufendorf,187
dies_irae,Dies Irae,187
primality_test,Primality test,187
pontiac_(person),Pontiac (person),187
intentionality,Intentionality,187
sadducees,Sadducees,187
bay_of_pigs_invasion,Bay of Pigs Invasion,187
joseph_(son_of_jacob),Joseph (son of Jacob),187
requiem,Requiem,187
mass_(music),Mass (music),187
ghost_dance,Ghost Dance,187
isostasy,Isostasy,187
mikhail_lermontov,Mikhail Lermontov,188
thus_spoke_zarathustra,Thus Spoke Zarathustra,188
hans_bethe,Hans Bethe,188
conspicuous_consumption,Conspicuous consumption,188
diwali,Diwali,188
david_bohm,David Bohm,188
the_catcher_in_the_rye,The Catcher in the Rye,188
erving_goffman,Erving Goffman,188
centipede,Centipede,188
doxology,Doxology,188
cosmic_background_explorer,Cosmic Background Explorer,188
darjeeling,Darjeeling,189
hedda_gabler,Hedda Gabler,189
cardinal_mazarin,Cardinal Mazarin,189
oil_drop_experiment,Oil drop experiment,189
george_grosz,George Grosz,189
gustave_caillebotte,Gustave Caillebotte,189
amniocentesis,Amniocentesis,189
imprinting_(psychology),Imprinting (psychology),189
chandragupta_maurya,Chandragupta Maurya,189
ethiopia,Ethiopia,189
fitness_(biology),Fitness (biology),189
fasting,Fasting,189
giacomo_meyerbeer,Giacomo Meyerbeer,189
whore_of_babylon,Whore of Babylon,189
jan_tinbergen,Jan Tinbergen,189
clavicle,Clavicle,190
femur,Femur,190
knee,Knee,190
human_papillomavirus,Human papillomavirus,190
classical_conditioning,Classical conditioning,190
salmon_p._chase,Salmon P. Chase,190
battle_of_leyte_gulf,Battle of Leyte Gulf,190
angkor_wat,Angkor Wat,190
symphony_no._1_(mahler),Symphony No. 1 (Mahler),191
norman_mailer,Norman Mailer,191
lysistrata,Lysistrata,191
symphony_no._8_(mahler),Symphony No. 8 (Mahler),191
symphony_no._4_(mahler),Symphony No. 4 (Mahler),191
symphony_no._2_(mahler),Symphony No. 2 (Mahler),191
leviathan_(book),Leviathan (book),191
gao_xingjian,Gao Xingjian,191
coevolution,Coevolution,191
phase_space,Phase space,191
sarah,Sarah,192
grace_(christianity),Grace (Christianity),192
symphony_no._7_(mahler),Symphony No. 7 (Mahler),192
brisbane,Brisbane,192
being_and_nothingness,Being and Nothingness,192
george_akerlof,George Akerlof,192
the_library_of_babel,The Library of Babel,192
lake_pontchartrain,Lake Pontchartrain,192
torii,Torii,192
rogier_van_der_weyden,Rogier van der Weyden,192
potlatch,Potlatch,192
stegosaurus,Stegosaurus,192
thomas_nagel,Thomas Nagel,192
stamen,Stamen,192
ricardian_equivalence,Ricardian equivalence,192
purim,Purim,193
decarboxylation,Decarboxylation,193
jay_treaty,Jay Treaty,193
caroline_affair,Caroline affair,193
parasympathetic_nervous_system,Parasympathetic nervous system,193
fourteen_points,Fourteen Points,193
atlantic_charter,Atlantic Charter,193
autonomous_region_of_bougainville,Autonomous Region of Bougainville,193
heat_capacity,Heat capacity,193
zither,Zither,193
beatitudes,Beatitudes,194
free_soil_party,Free Soil Party,194
pleural_cavity,Pleural cavity,194
newgrange,Newgrange,194
diet_of_worms,Diet of Worms,194
guerrero,Guerrero,194
ghent_altarpiece,Ghent Altarpiece,194
symphony_no._3_(mahler),Symphony No. 3 (Mahler),194
bone_marrow,Bone marrow,194
kind_of_blue,Kind of Blue,194
cesare_beccaria,Cesare Beccaria,194
only_built_4_cuban_linx...,Only Built 4 Cuban Linx...,195
olfactory_nerve,Olfactory nerve,195
edwin_arlington_robinson,Edwin Arlington Robinson,195
john_hicks,John Hicks,195
gallbladder,Gallbladder,195
pierre_gassendi,Pierre Gassendi,195
mencius,Mencius,195
prospect_theory,Prospect theory,195
cortisone,Cortisone,195
mantra,Mantra,195
pure_land_buddhism,Pure Land Buddhism,195
electron_affinity,Electron affinity,196
hamiltonian_mechanics,Hamiltonian mechanics,196
lagrangian,Lagrangian,196
bahia,Bahia,196
finlandia_hymn,Finlandia Hymn,196
rydberg_constant,Rydberg constant,196
ibn_khaldun,Ibn Khaldun,196
coxey's_army,Coxey's Army,196
islets_of_langerhans,Islets of Langerhans,196
jude_the_obscure,Jude the Obscure,196
helicobacter_pylori,Helicobacter pylori,197
salween_river,Salween River,197
democracy_in_america,Democracy in America,197
white_nile,White Nile,197
mombasa,Mombasa,197
cytokinesis,Cytokinesis,197
spindle_apparatus,Spindle apparatus,197
greg_graffin,Greg Graffin,197
johann_joachim_winckelmann,Johann Joachim Winckelmann,197
the_prince_and_the_pauper,The Prince and the Pauper,197
the_marriage_of_heaven_and_hell,The Marriage of Heaven and Hell,197
bell_hooks,Bell hooks,197
tecumseh,Tecumseh,197
rna_polymerase,RNA polymerase,197
the_merry_wives_of_windsor,The Merry Wives of Windsor,198
the_musical_offering,The Musical Offering,198
the_rules_of_the_game,The Rules of the Game,198
ferruccio_busoni,Ferruccio Busoni,198
copts,Copts,198
stellar_parallax,Stellar parallax,198
the_birth_of_tragedy,The Birth of Tragedy,198
metamorphism,Metamorphism,198
spherical_harmonics,Spherical harmonics,198
shakespeare's_sonnets,Shakespeare's sonnets,199
gustav_fechner,Gustav Fechner,199
christian_wolff_(philosopher),Christian Wolff (philosopher),199
oskar_kokoschka,Oskar Kokoschka,199
pastoral,Pastoral,199
saliva,Saliva,199
philosophical_skepticism,Philosophical skepticism,199
reinhold_niebuhr,Reinhold Niebuhr,200
frederick_winslow_taylor,Frederick Winslow Taylor,200
medulla_oblongata,Medulla oblongata,200
aimee_semple_mcpherson,Aimee Semple McPherson,200
salem_witch_trials,Salem witch trials,200
richard_rorty,Richard Rorty,200
james_fenimore_cooper,James Fenimore Cooper,200
van_der_waals_equation,Van der Waals equation,200
schwarzschild_radius,Schwarzschild radius,200
francis_bacon_(artist),Francis Bacon (artist),200
judah_(biblical_person),Judah (biblical person),201
long_day's_journey_into_night,Long Day's Journey into Night,201
anna_freud,Anna Freud,201
william_stanley_jevons,William Stanley Jevons,201
magi,Magi,201
salivary_gland,Salivary gland,201
wang_anshi,Wang Anshi,201
adsorption,Adsorption,201
cassiopeia_(constellation),Cassiopeia (constellation),201
henry_fuseli,Henry Fuseli,202
x_chromosome,X chromosome,202
jean-baptiste-camille_corot,Jean-Baptiste-Camille Corot,202
lillian_hellman,Lillian Hellman,202
banff_national_park,Banff National Park,202
gustave_courbet,Gustave Courbet,202
perseus,Perseus,202
bantustan,Bantustan,203
density_functional_theory,Density functional theory,203
wounded_knee_massacre,Wounded Knee Massacre,203
anthony_powell,Anthony Powell,203
william_dean_howells,William Dean Howells,203
alfred_thayer_mahan,Alfred Thayer Mahan,203
leo_strauss,Leo Strauss,203
ulna,Ulna,203
common_sense_(pamphlet),Common Sense (pamphlet),203
wynton_marsalis,Wynton Marsalis,203
scapula,Scapula,204
dubai,Dubai,204
cytotoxic_t_cell,Cytotoxic T cell,204
species,Species,204
reinforcement,Reinforcement,204
mie_scattering,Mie scattering,204
coagulation,Coagulation,204
immanuel_velikovsky,Immanuel Velikovsky,204
maltose,Maltose,204
alexander_calder,Alexander Calder,205
amidah,Amidah,205
in_the_mood_for_love,In the Mood for Love,205
fractional_distillation,Fractional distillation,205
"absalom,_absalom!","Absalom, Absalom!",205
filippino_lippi,Filippino Lippi,205
giovanni_bellini,Giovanni Bellini,205
andrea_mantegna,Andrea Mantegna,205
tian_shan,Tian Shan,205
categorical_imperative,Categorical imperative,205
andrea_del_verrocchio,Andrea del Verrocchio,206
leptin,Leptin,206
john_muir,John Muir,206
pascal's_wager,Pascal's Wager,206
guayaquil,Guayaquil,206
john_wesley_powell,John Wesley Powell,206
adaptive_optics,Adaptive optics,206
nazca_lines,Nazca Lines,206
price_elasticity_of_demand,Price elasticity of demand,206
biosphere_2,Biosphere 2,206
catalan_number,Catalan number,207
neoconservatism,Neoconservatism,207
paul_samuelson,Paul Samuelson,207
giovanni_battista_tiepolo,Giovanni Battista Tiepolo,207
the_market_for_lemons,The Market for Lemons,207
consumer_price_index,Consumer price index,207
neoprene,Neoprene,207
reichstag_building,Reichstag building,207
zebulon_pike,Zebulon Pike,207
beriberi,Beriberi,207
ultraviolet_catastrophe,Ultraviolet catastrophe,208
chemical_potential,Chemical potential,208
dover_beach,Dover Beach,208
bioko,Bioko,208
walpurgis_night,Walpurgis Night,208
porgy_and_bess,Porgy and Bess,208
grinling_gibbons,Grinling Gibbons,208
aubrey_beardsley,Aubrey Beardsley,208
rwenzori_mountains,Rwenzori Mountains,209
wallace_line,Wallace Line,209
mrs_dalloway,Mrs Dalloway,209
battle_of_puebla,Battle of Puebla,209
vinson_massif,Vinson Massif,209
jacopo_della_quercia,Jacopo della Quercia,209
florence_cathedral,Florence Cathedral,209
giambologna,Giambologna,209
fundamental_attribution_error,Fundamental attribution error,209
alexander_scriabin,Alexander Scriabin,209
thunder_bay,Thunder Bay,209
synoptic_gospels,Synoptic Gospels,209
sarah_siddons,Sarah Siddons,209
las_meninas,Las Meninas,209
blastula,Blastula,209
gastrulation,Gastrulation,210
vasopressin,Vasopressin,210
oxytocin,Oxytocin,210
interphase,Interphase,210
algarve,Algarve,210
khmer_empire,Khmer Empire,210
gog_and_magog,Gog and Magog,210
toru_takemitsu,Toru Takemitsu,210
emperor_penguin,Emperor penguin,210
vedanta,Vedanta,210
emanuel_swedenborg,Emanuel Swedenborg,211
supersymmetry,Supersymmetry,211
tobias_smollett,Tobias Smollett,211
brazos_river,Brazos River,211
symphony_no._7_(beethoven),Symphony No. 7 (Beethoven),211
albany_congress,Albany Congress,211
third_law_of_thermodynamics,Third law of thermodynamics,211
vienna_circle,Vienna Circle,212
maitreya,Maitreya,212
legalism_(chinese_philosophy),Legalism (Chinese philosophy),212
glacier_national_park_(u.s.),Glacier National Park (U.S.),212
caliban,Caliban,212
de_stijl,De Stijl,212
null_hypothesis,Null hypothesis,212
walter_benjamin,Walter Benjamin,212
meristem,Meristem,213
lennard-jones_potential,Lennard-Jones potential,213
young's_modulus,Young's modulus,213
futurama,Futurama,213
shavuot,Shavuot,213
first_battle_of_bull_run,First Battle of Bull Run,213
martin_buber,Martin Buber,213
john_field_(composer),John Field (composer),213
haruki_murakami,Haruki Murakami,213
karl_barth,Karl Barth,213
frankfurt_school,Frankfurt School,213
rio_de_janeiro_(state),Rio de Janeiro (state),213
hooke's_law,Hooke's law,214
the_sound_and_the_fury,The Sound and the Fury,214
santiago_calatrava,Santiago Calatrava,214
daniel_deronda,Daniel Deronda,214
battle_of_trenton,Battle of Trenton,214
lungfish,Lungfish,214
minkowski_space,Minkowski space,214
caucasus_mountains,Caucasus Mountains,214
robert_k._merton,Robert K. Merton,214
franz_rosenzweig,Franz Rosenzweig,214
futurism,Futurism,214
krill,Krill,214
jean_baudrillard,Jean Baudrillard,214
susquehanna_river,Susquehanna River,214
nicias,Nicias,215
plasmon,Plasmon,215
scheduling_(computing),Scheduling (computing),215
william_cullen_bryant,William Cullen Bryant,215
journey_to_the_west,Journey to the West,215
edward_weston,Edward Weston,215
spliceosome,Spliceosome,215
hyperborea,Hyperborea,215
charles_lamb,Charles Lamb,215
umbilical_cord,Umbilical cord,216
machine_learning,Machine learning,216
puntland,Puntland,216
eustachian_tube,Eustachian tube,216
pollination,Pollination,216
valmiki,Valmiki,216
zinc_finger,Zinc finger,216
war_of_the_pacific,War of the Pacific,216
dowry,Dowry,216
nitric_oxide,Nitric oxide,217
groundwork_of_the_metaphysic_of_morals,Groundwork of the Metaphysic of Morals,217
dna_polymerase,DNA polymerase,217
topoisomerase,Topoisomerase,217
hydrogenation,Hydrogenation,217
ode_to_a_nightingale,Ode to a Nightingale,217
mahavira,Mahavira,218
horatio_gates,Horatio Gates,218
paolo_veronese,Paolo Veronese,218
human_action,Human Action,218
ribozyme,Ribozyme,218
charles_fourier,Charles Fourier,218
albert_bandura,Albert Bandura,218
te_deum,Te Deum,218
saccharomyces_cerevisiae,Saccharomyces cerevisiae,218
rydberg_formula,Rydberg formula,218
gangrene,Gangrene,218
george_caleb_bingham,George Caleb Bingham,218
j._l._austin,J. L. Austin,218
gibbs_free_energy,Gibbs free energy,218
david_hockney,David Hockney,218
john_singleton_copley,John Singleton Copley,218
barnett_newman,Barnett Newman,218
mount_whitney,Mount Whitney,218
lake_of_the_woods,Lake of the Woods,219
lhasa,Lhasa,219
pandava,Pandava,219
aromaticity,Aromaticity,219
coherence_(physics),Coherence (physics),219
lawrence_klein,Lawrence Klein,219
urizen,Urizen,220
the_turn_of_the_screw,The Turn of the Screw,220
savannah_river,Savannah River,220
guan_yu,Guan Yu,220
markovnikov's_rule,Markovnikov's rule,220
bernadette_soubirous,Bernadette Soubirous,220
top_quark,Top quark,220
medb,Medb,220
carbon_tetrachloride,Carbon tetrachloride,220
either/or,Either/Or,220
giorgio_de_chirico,Giorgio de Chirico,220
platt_amendment,Platt Amendment,221
carbocation,Carbocation,221
sn2_reaction,SN2 reaction,221
frederick_jackson_turner,Frederick Jackson Turner,221
reaction_rate,Reaction rate,221
john_henry_(folklore),John Henry (folklore),221
"the_lion,_the_witch_and_the_wardrobe","The Lion, the Witch and the Wardrobe",221
rite_of_passage,Rite of passage,221
hess's_law,Hess's law,221
nimrod,Nimrod,222
albert_ellis,Albert Ellis,222
kullervo,Kullervo,222
a_theory_of_justice,A Theory of Justice,222
ilmarinen,Ilmarinen,222
arthur_laffer,Arthur Laffer,222
lyme_disease,Lyme disease,222
mesocyclone,Mesocyclone,222
tibia,Tibia,222
their_eyes_were_watching_god,Their Eyes Were Watching God,222
rip_van_winkle,Rip Van Winkle,222
the_carnival_of_the_animals,The Carnival of the Animals,222
ereshkigal,Ereshkigal,222
saint_christopher,Saint Christopher,222
golden_legend,Golden Legend,223
saraswati,Saraswati,223
dave_eggers,Dave Eggers,223
phenolphthalein,Phenolphthalein,223
gettier_problem,Gettier problem,223
homestead_strike,Homestead Strike,223
monarch_butterfly,Monarch butterfly,223
symposium_(plato),Symposium (Plato),223
baker_v._carr,Baker v. Carr,223
saint_sebastian,Saint Sebastian,223
y_chromosome,Y chromosome,223
mimicry,Mimicry,223
humbaba,Humbaba,223
brandenburg_concertos,Brandenburg concertos,224
jenny_lind,Jenny Lind,224
louis_daguerre,Louis Daguerre,224
azide,Azide,224
gaia_hypothesis,Gaia hypothesis,224
kusanagi,Kusanagi,224
gluconeogenesis,Gluconeogenesis,224
herbert_spencer,Herbert Spencer,224
battle_of_the_thames,Battle of the Thames,224
principle_of_least_action,Principle of least action,225
mackenzie_river,Mackenzie River,225
glucagon,Glucagon,225
flashbulb_memory,Flashbulb memory,225
rhodopsin,Rhodopsin,225
jersey_devil,Jersey Devil,225
the_watchtower,The Watchtower,226
mass_in_b_minor,Mass in B minor,226
evil_eye,Evil eye,226
al_franken,Al Franken,226
rollo_may,Rollo May,226
bernard_malamud,Bernard Malamud,227
betty_friedan,Betty Friedan,227
peking_man,Peking Man,227
fear_and_trembling,Fear and Trembling,227
flatiron_building,Flatiron Building,227
louis_spohr,Louis Spohr,227
louis_antoine_de_bougainville,Louis Antoine de Bougainville,227
mikhail_glinka,Mikhail Glinka,228
alexander_glazunov,Alexander Glazunov,228
richard_neutra,Richard Neutra,228
a._philip_randolph,A. Philip Randolph,228
helmholtz_free_energy,Helmholtz free energy,228
gravity's_rainbow,Gravity's Rainbow,228
robert_herrick_(poet),Robert Herrick (poet),228
death_in_venice,Death in Venice,228
areopagitica,Areopagitica,228
neutrophil_granulocyte,Neutrophil granulocyte,228
john_ashbery,John Ashbery,229
john_dos_passos,John Dos Passos,229
george_wallace,George Wallace,230
robert_burns_woodward,Robert Burns Woodward,231
skin_effect,Skin effect,231
lewis_cass,Lewis Cass,231
angel_falls,Angel Falls,231
pele_(deity),Pele (deity),232
translation_(biology),Translation (biology),232
nixon_in_china_(opera),Nixon in China (opera),232
chinua_achebe,Chinua Achebe,232
kulturkampf,Kulturkampf,232
ergot,Ergot,232
dream_of_the_red_chamber,Dream of the Red Chamber,232
true_cross,True Cross,232
schwarzschild_metric,Schwarzschild metric,233
igbo_people,Igbo people,233
the_art_of_fugue,The Art of Fugue,234
lake_maracaibo,Lake Maracaibo,234
jacques_marquette,Jacques Marquette,234
tishrei,Tishrei,234
octet_rule,Octet rule,234
conch_republic,Conch Republic,234
arkansas_river,Arkansas River,234
platte_river,Platte River,235
saponification,Saponification,235
elasticity_(physics),Elasticity (physics),235
donner_party,Donner Party,235
corpus_callosum,Corpus callosum,235
resonance_(chemistry),Resonance (chemistry),236
thomas_hart_benton_(politician),Thomas Hart Benton (politician),236
thomas_hart_benton_(painter),Thomas Hart Benton (painter),236
de_rerum_natura,De rerum natura,236
rhizobia,Rhizobia,236
chattahoochee_river,Chattahoochee River,236
charles_sumner,Charles Sumner,237
telomerase,Telomerase,237
genetic_linkage,Genetic linkage,237
maillard_reaction,Maillard reaction,237
culhwch_and_olwen,Culhwch and Olwen,237
oxford_movement,Oxford Movement,237
turban,Turban,238
petrified_forest_national_park,Petrified Forest National Park,238
simon_kuznets,Simon Kuznets,238
la_belle_dame_sans_merci,La Belle Dame sans Merci,238
hundred_schools_of_thought,Hundred Schools of Thought,238
the_scarlet_letter,The Scarlet Letter,238
frederic_edwin_church,Frederic Edwin Church,239
swan_lake,Swan Lake,239
fernand_braudel,Fernand Braudel,239
jacob_epstein,Jacob Epstein,239
fashoda_incident,Fashoda Incident,239
mass_spectrometry,Mass spectrometry,239
1812_overture,1812 Overture,240
gotland,Gotland,240
draco_(constellation),Draco (constellation),240
whale_shark,Whale shark,240
the_nutcracker,The Nutcracker,240
pineal_gland,Pineal gland,240
dining_philosophers_problem,Dining philosophers problem,240
cuyahoga_river,Cuyahoga River,240
max_wertheimer,Max Wertheimer,241
kurt_koffka,Kurt Koffka,241
plasmodium,Plasmodium,241
gibbs_paradox,Gibbs paradox,242
maya_angelou,Maya Angelou,242
florida_keys,Florida Keys,242
gymnosperm,Gymnosperm,242
alejo_carpentier,Alejo Carpentier,243
parathyroid_gland,Parathyroid gland,243
renormalization,Renormalization,243
yasunari_kawabata,Yasunari Kawabata,243
alfred_sisley,Alfred Sisley,243
pupa,Pupa,243
the_rape_of_the_lock,The Rape of the Lock,243
ising_model,Ising model,244
suprematism,Suprematism,244
theo_van_doesburg,Theo van Doesburg,244
mithra,Mithra,244
yogacara,Yogacara,244
analects,Analects,244
damien_hirst,Damien Hirst,244
david_(donatello),David (Donatello),244
anthony_van_dyck,Anthony van Dyck,245
miriam,Miriam,245
brook_farm,Brook Farm,245
global_cooling,Global cooling,245
taklamakan_desert,Taklamakan Desert,245
donald_davidson_(philosopher),Donald Davidson (philosopher),245
"toccata_and_fugue_in_d_minor,_bwv_565","Toccata and Fugue in D minor, BWV 565",245
instanton,Instanton,246
arius,Arius,246
baba_yaga,Baba Yaga,246
ronald_dworkin,Ronald Dworkin,246
james_agee,James Agee,246
monetary_policy,Monetary policy,246
perturbation_theory_(quantum_mechanics),Perturbation theory (quantum mechanics),246
spontaneous_symmetry_breaking,Spontaneous symmetry breaking,246
time_dilation,Time dilation,247
law_and_economics,Law and economics,247
lotus_sutra,Lotus Sutra,247
la_brea_tar_pits,La Brea Tar Pits,247
immunity_(medical),Immunity (medical),247
lymphocyte,Lymphocyte,247
aniline,Aniline,248
pontormo,Pontormo,248
persistent_vegetative_state,Persistent vegetative state,248
menno_simons,Menno Simons,248
isamu_noguchi,Isamu Noguchi,248
abraham_maslow,Abraham Maslow,249
vajra,Vajra,249
"the_life_and_opinions_of_tristram_shandy,_gentleman","The Life and Opinions of Tristram Shandy, Gentleman",249
iron_law_of_wages,Iron law of wages,249
bernardo_o'higgins,Bernardo O'Higgins,249
vyasa,Vyasa,250
raphael_(archangel),Raphael (archangel),250
transfiguration_of_jesus,Transfiguration of Jesus,250
eliel_saarinen,Eliel Saarinen,250
rub'_al_khali,Rub' al Khali,250
the_creation_(haydn),The Creation (Haydn),250
lens_(anatomy),Lens (anatomy),251
far_from_the_madding_crowd,Far from the Madding Crowd,251
el_dorado,El Dorado,251
climax_community,Climax community,252
greenback_party,Greenback Party,252
hagar,Hagar,252
c-reactive_protein,C-reactive protein,252
james_the_just,James the Just,252
the_phantom_of_the_opera_(1986_musical),The Phantom of the Opera (1986 musical),252
invisible_hand,Invisible hand,252
the_imitation_of_christ,The Imitation of Christ,253
phosphorescence,Phosphorescence,253
symbolic_interactionism,Symbolic interactionism,253
alexander_h._stephens,Alexander H. Stephens,253
sonoran_desert,Sonoran Desert,253
information_asymmetry,Information asymmetry,253
stanford_prison_experiment,Stanford prison experiment,253
judy_chicago,Judy Chicago,253
patella,Patella,253
state_of_franklin,State of Franklin,253
marshall_sahlins,Marshall Sahlins,253
venus_flytrap,Venus flytrap,253
tisha_b'av,Tisha B'Av,254
eugenio_montale,Eugenio Montale,254
georgia_o'keeffe,Georgia O'Keeffe,254
cornea,Cornea,254
partition_function_(statistical_mechanics),Partition function (statistical mechanics),254
jade_emperor,Jade Emperor,254
action_(physics),Action (physics),255
winslow_homer,Winslow Homer,255
sperm_whale,Sperm whale,255
paul_krugman,Paul Krugman,255
edward_burnett_tylor,Edward Burnett Tylor,255
hillel_the_elder,Hillel the Elder,255
lewis_mumford,Lewis Mumford,255
tooth_enamel,Tooth enamel,255
the_structure_of_scientific_revolutions,The Structure of Scientific Revolutions,256
monoclonal_antibody,Monoclonal antibody,256
ectoderm,Ectoderm,256
thor_(comics),Thor (comics),256
executive_privilege,Executive privilege,256
bathsheba,Bathsheba,256
uriah_the_hittite,Uriah the Hittite,256
thor,Thor,256
nicodemus,Nicodemus,257
james_george_frazer,James George Frazer,257
corpus_christi_(feast),Corpus Christi (feast),257
law_of_mass_action,Law of mass action,257
rubisco,RuBisCO,257
michael_(archangel),Michael (archangel),258
an_american_tragedy,An American Tragedy,258
bystander_effect,Bystander effect,258
ashurbanipal,Ashurbanipal,258
william_labov,William Labov,258
"the_general_theory_of_employment,_interest_and_money","The General Theory of Employment, Interest and Money",258
olduvai_gorge,Olduvai Gorge,258
black_stone,Black Stone,259
robert_mapplethorpe,Robert Mapplethorpe,259
cleisthenes,Cleisthenes,259
a_portrait_of_the_artist_as_a_young_man,A Portrait of the Artist as a Young Man,259
chanson_de_geste,Chanson de geste,259
surtr,Surtr,259
darling_river,Darling River,259
puranas,Puranas,259
ecological_succession,Ecological succession,260
aneurysm,Aneurysm,260
miguel_angel_asturias,Miguel Angel Asturias,260
follicle-stimulating_hormone,Follicle-stimulating hormone,260
nicolaus_copernicus,Nicolaus Copernicus,260
war_of_devolution,War of Devolution,260
cormac_mccarthy,Cormac McCarthy,261
carlos_fuentes,Carlos Fuentes,261
the_comedy_of_errors,The Comedy of Errors,261
dan_flavin,Dan Flavin,261
samuel_gompers,Samuel Gompers,262
guelphs_and_ghibellines,Guelphs and Ghibellines,262
hans_island,Hans Island,262
darwin's_finches,Darwin's finches,263
annabel_lee,Annabel Lee,263
summary_judgment,Summary judgment,264
charles_a._beard,Charles A. Beard,264
karl_jaspers,Karl Jaspers,264
"anthony_giddens,_baron_giddens","Anthony Giddens, Baron Giddens",264
leah,Leah,265
j._m._coetzee,J. M. Coetzee,265
robert_brown_(botanist),Robert Brown (botanist),265
anne_bradstreet,Anne Bradstreet,265
george_herbert_mead,George Herbert Mead,265
the_master_and_margarita,The Master and Margarita,265
cambodia,Cambodia,266
fergana_valley,Fergana Valley,266
cortisol,Cortisol,266
trevi_fountain,Trevi Fountain,266
july_revolution,July Revolution,266
ankle,Ankle,267
eugene_ormandy,Eugene Ormandy,267
addison's_disease,Addison's disease,267
tintoretto,Tintoretto,268
charles_willson_peale,Charles Willson Peale,268
