link,allcount,intext,QANTA,IR_Wiki,train,test
liver,188,0,108,80,188,0
valley_forge,4,4,0,0,4,0
sichuan,12,0,0,12,12,0
spoon_river_anthology,108,0,68,40,103,5
tajikistan,4,0,0,4,4,0
guerrero,20,0,0,20,20,0
saint_ursula,2,0,0,2,1,1
cell_walls,3,3,0,0,2,1
afar_triangle,1,0,0,1,1,0
john_cabot,135,0,78,57,130,5
hannah_(biblical_figure),4,0,0,4,4,0
the_creation_(haydn),14,0,0,14,14,0
poliovirus,19,0,0,19,19,0
virginia_woolf,398,11,172,215,384,14
guadalcanal,91,0,75,16,91,0
cholesterol,258,0,119,139,258,0
the_winter_of_our_discontent,4,4,0,0,4,0
alexis_de_tocqueville,49,0,0,49,48,1
chandragupta_maurya,160,0,113,47,157,3
mono_lake,8,0,0,8,8,0
stanley_baldwin,3,3,0,0,3,0
cosmic_microwave_background,68,8,0,60,68,0
the_alchemist_,4,0,2,2,0,4
lake_tahoe,19,0,0,19,19,0
kingdom_of_italy,1,1,0,0,1,0
pragmatism,325,0,132,193,325,0
milan_kundera,295,0,182,113,280,15
bertha_mason,4,4,0,0,4,0
book_of_baruch,1,0,0,1,1,0
the_hay_wain,1,0,0,1,1,0
simian_immunodeficiency_virus,2,0,0,2,2,0
shatt_al-arab,1,0,0,1,1,0
lucy_westenra,1,1,0,0,0,1
boron,83,0,0,83,83,0
vapor_pressure,112,0,71,41,111,1
the_musical_offering,2,0,0,2,2,0
sam_houston,187,0,82,105,182,5
parashurama,119,0,0,119,119,0
henry_iv_of_france,1,1,0,0,1,0
ecological_succession,12,0,0,12,12,0
oman,34,0,0,34,34,0
piano_sonata_no._29_(beethoven),1,0,0,1,1,0
virial_theorem,103,4,0,99,102,1
ultraviolet_catastrophe,9,0,0,9,9,0
born-oppenheimer_approximation,99,0,99,0,99,0
joshua,8,0,0,8,8,0
emanuel_swedenborg,101,0,0,101,100,1
netherlandish_proverbs,2,0,0,2,2,0
gila_monster,14,0,0,14,14,0
jean-baptiste_lully,2,0,0,2,2,0
ark_of_the_covenant,44,0,0,44,42,2
john_dalton,12,0,0,12,12,0
principle_of_locality,4,0,0,4,4,0
euripides,236,0,81,155,236,0
barnacle,6,0,0,6,6,0
orpheus,167,0,0,167,167,0
dido_(queen_of_carthage),61,0,0,61,61,0
myocardial_infarction,27,0,0,27,26,1
dream_caused_by_the_flight_of_a_bee_around_a_pomegranate_a_second_before_awakening,1,0,0,1,1,0
jules_verne,58,0,0,58,57,1
a._philip_randolph,58,0,27,31,58,0
neal_cassady,2,2,0,0,2,0
deadweight_loss,2,0,0,2,2,0
berlin,8,0,0,8,8,0
biotin,31,0,0,31,31,0
subrahmanyan_chandrasekhar,15,0,0,15,15,0
glottochronology,4,0,0,4,4,0
hillel_the_elder,5,0,0,5,5,0
discovery_of_cosmic_microwave_background_radiation,2,0,0,2,2,0
rhizobia,5,0,0,5,5,0
pineal_gland,132,0,88,44,128,4
benjamin_britten,16,0,0,16,15,1
niobium,37,0,0,37,37,0
trinidad_and_tobago,14,0,0,14,14,0
laetoli,3,0,0,3,3,0
northanger_abbey,347,7,135,205,334,13
adolf_eichmann,191,2,127,62,181,10
dna_sequencing,30,0,0,30,29,1
black_hole,130,5,0,125,124,6
chinese_exclusion_act,1,1,0,0,0,1
to_his_coy_mistress,105,1,63,41,101,4
the_nightmare,8,0,0,8,8,0
risk,23,0,0,23,23,0
alvin_ailey,4,3,0,1,4,0
metalloid,55,0,0,55,55,0
charon_(moon),6,0,0,6,6,0
count_basie,10,0,0,10,9,1
prison_notebooks,16,2,0,14,14,2
listeria_monocytogenes,39,0,0,39,38,1
silk_road,8,8,0,0,7,1
warren_g,24,0,8,16,0,24
thanatopsis,154,0,138,16,154,0
eric_whitacre,3,0,0,3,3,0
the_satanic_verses,18,0,0,18,18,0
the_will_to_believe,26,0,0,26,24,2
octatonic_scale,2,0,0,2,2,0
capitalism,117,0,0,117,117,0
karl_ernst_von_baer,1,0,0,1,1,0
french_republican_calendar,4,0,0,4,4,0
charlemagne,584,0,208,376,584,0
ronald_coase,93,0,73,20,87,6
alternation_of_generations,18,0,0,18,17,1
william_dean_howells,205,0,104,101,201,4
auguste_rodin,22,0,0,22,21,1
general_agreement_on_tariffs_and_trade,1,0,0,1,1,0
bosnia_and_herzegovina,15,0,0,15,15,0
the_rape_of_lucrece,1,1,0,0,1,0
jacob,91,0,0,91,91,0
hermann_hesse,304,3,132,169,296,8
damascus,29,0,0,29,29,0
larmor_precession,15,0,0,15,15,0
marvel_comics,2,0,0,2,0,2
egon_schiele,5,0,0,5,4,1
atherosclerosis,66,0,0,66,66,0
in_a_different_voice,1,0,0,1,1,0
andrea_palladio,4,0,0,4,3,1
kantele,1,0,0,1,1,0
baba_yaga,5,0,0,5,5,0
epidermis_(skin),118,0,105,13,118,0
abscisic_acid,115,0,102,13,108,7
pyrrole,12,0,0,12,12,0
bonn,3,0,0,3,3,0
auteur_theory,3,0,0,3,3,0
walter_mondale,137,0,54,83,132,5
encephalitis,2,0,0,2,2,0
bone,42,0,0,42,42,0
nocturnes_(chopin),1,0,0,1,1,0
robinson_crusoe,402,3,229,170,391,11
fragile_x_syndrome,24,0,0,24,23,1
saraswati,74,0,0,74,74,0
albrecht_altdorfer,2,0,0,2,2,0
blenheim_palace,35,0,0,35,33,2
confucianism,81,0,0,81,81,0
roald_amundsen,75,0,33,42,75,0
gradient,8,0,0,8,8,0
fiji,16,0,0,16,16,0
bauhaus,20,0,0,20,20,0
autotroph,6,0,0,6,6,0
high-temperature_superconductivity,59,0,0,59,59,0
transformation_(genetics),47,0,0,47,47,0
warsaw_pact,4,4,0,0,3,1
drang_nach_osten,1,0,0,1,1,0
druze,220,0,165,55,220,0
birefringence,145,0,94,51,145,0
lake_maracaibo,3,0,0,3,2,1
principal_quantum_number,4,0,0,4,3,1
david_hume,373,1,182,190,365,8
creep_(deformation),22,0,0,22,22,0
lucius_vorenus_(rome_character),7,0,0,7,7,0
haymarket_affair,144,0,73,71,142,2
the_last_of_the_mohicans,316,1,257,58,307,9
hannibal,351,0,189,162,351,0
horn_(instrument),12,0,0,12,12,0
fountain_(duchamp),2,0,0,2,2,0
the_adventures_of_augie_march,4,4,0,0,3,1
j._d._salinger,240,0,81,159,240,0
tachyon,23,0,0,23,23,0
a_doll's_house,305,0,110,195,305,0
dwarf_planet,5,0,0,5,4,1
praxiteles,3,0,0,3,3,0
richard_neutra,1,0,0,1,1,0
gospel_of_luke,61,0,0,61,60,1
thomas_aquinas,115,0,0,115,110,5
council_of_ephesus,15,0,0,15,15,0
occam's_razor,75,0,0,75,75,0
staten_island,4,0,0,4,4,0
zedekiah,5,0,0,5,5,0
giambologna,2,0,0,2,2,0
giulio_cesare,5,0,0,5,5,0
leon_battista_alberti,1,0,0,1,1,0
hydrogen_bonding,8,8,0,0,8,0
neutrino_oscillation,15,0,0,15,12,3
lewis_structure,14,0,0,14,13,1
william_faulkner,466,8,236,222,453,13
"string_quartets,_op._20_(haydn)",2,0,0,2,2,0
solomon,203,0,0,203,203,0
millennium_park,3,0,0,3,3,0
oliver_hazard_perry,2,2,0,0,2,0
mind,52,0,0,52,52,0
vitamin_b12,100,0,0,100,100,0
house_of_lords,5,5,0,0,5,0
ganymede_(mythology),22,0,0,22,22,0
camille_paglia,22,0,0,22,22,0
pol_pot,1,1,0,0,1,0
woodrow_wilson,636,21,146,469,612,24
edgar_lee_masters,3,3,0,0,3,0
taxonomy_(biology),1,0,0,1,1,0
heitor_villa-lobos,1,0,0,1,1,0
amahl_and_the_night_visitors,2,0,0,2,2,0
ashley_montagu,1,0,0,1,1,0
mollusca,43,0,0,43,43,0
canonization,9,0,0,9,9,0
orogeny,5,0,0,5,5,0
oregon_trail,195,2,59,134,185,10
ludwig_feuerbach,4,0,0,4,4,0
roger_b,5,0,3,2,0,5
anthony_trollope,188,0,74,114,184,4
nevada,21,0,0,21,21,0
horace_greeley,111,0,97,14,106,5
fear_and_trembling,181,0,144,37,176,5
pleistocene,2,0,0,2,2,0
sid_meier's_alpha_centauri,5,0,0,5,5,0
grand_unified_theory,30,0,0,30,25,5
winged_victory_of_samothrace,12,0,0,12,12,0
the_economic_consequences_of_the_peace,20,4,0,16,20,0
marsyas,28,0,0,28,28,0
cat's_cradle,2,0,0,2,2,0
v-j_day_in_times_square,1,0,0,1,1,0
picaresque_novel,2,2,0,0,2,0
bahrain,25,0,0,25,25,0
lotus_sutra,2,0,0,2,2,0
stained_glass,14,0,0,14,14,0
azide-alkyne_huisgen_cycloaddition,18,0,0,18,18,0
louis_armstrong,22,0,0,22,21,1
eoraptor,1,0,0,1,1,0
christian_wolff_(philosopher),5,0,0,5,5,0
lake_biwa,2,0,0,2,2,0
lectures_on_the_philosophy_of_history,19,0,0,19,19,0
niddah,24,0,0,24,24,0
dashiell_hammett,170,0,144,26,164,6
in_praise_of_shadows,3,0,0,3,3,0
liberty_leading_the_people,2,0,0,2,2,0
feudalism,10,0,0,10,10,0
epistle_of_jude,8,0,0,8,8,0
nitrogen_fixation,8,0,0,8,8,0
juno_(mythology),248,0,0,248,248,0
mencius,1,0,0,1,1,0
thomas_hart_benton_(painter),2,0,0,2,2,0
vyacheslav_molotov,106,0,36,70,102,4
ryan_braun,1,0,0,1,1,0
yoshi,2,0,0,2,2,0
nicolas_malebranche,39,0,0,39,38,1
molecular_orbital,45,0,0,45,43,2
satyendra_nath_bose,98,0,80,18,95,3
antimony,35,0,0,35,35,0
namib_desert,8,0,0,8,8,0
electric_fields,3,3,0,0,3,0
porgy_and_bess,22,8,0,14,21,1
federalist_party,2,2,0,0,2,0
the_jungle,293,5,234,54,283,10
leeroy_jenkins,1,0,0,1,1,0
baboon,3,0,0,3,3,0
robert_koch,48,0,45,3,48,0
jacob_epstein,1,0,0,1,1,0
lymphocyte,11,0,0,11,11,0
william_h._seward,140,0,71,69,140,0
david_ricardo,125,0,87,38,118,7
pontormo,2,0,0,2,2,0
a_view_from_the_bridge,3,3,0,0,3,0
south_africa,44,6,0,38,43,1
annunciation_(leonardo),1,0,0,1,1,0
lytic_cycle,10,0,0,10,10,0
african_elephant,6,0,0,6,6,0
self-portrait_with_palette_(manet),1,0,0,1,1,0
cartilage,89,0,82,7,89,0
gel_electrophoresis,17,0,0,17,15,2
far_from_the_madding_crowd,379,1,244,134,366,13
guelphs_and_ghibellines,130,0,102,28,125,5
wave_functions,4,4,0,0,4,0
diocletian,259,0,84,175,259,0
peyote,5,0,0,5,5,0
arsenic,44,0,0,44,44,0
ether,128,0,77,51,128,0
a_tale_of_a_tub,1,1,0,0,1,0
aethelred_the_unready,88,0,33,55,82,6
diego_rivera,3,3,0,0,3,0
rigoletto,4,0,0,4,4,0
"banqueting_house,_whitehall",1,0,0,1,1,0
flux_(metallurgy),16,0,0,16,16,0
mushroom,17,0,0,17,17,0
colligative_properties,169,0,135,34,164,5
acetylation,3,0,0,3,3,0
the_colossus_(painting),3,0,0,3,3,0
boris_godunov,1,1,0,0,1,0
hudson_bay,3,0,0,3,3,0
grand_canyon,33,6,0,27,32,1
the_creation_,1,0,0,1,0,1
toni_morrison,331,0,233,98,318,13
tuatara,14,0,0,14,14,0
battle_of_the_centaurs_(michelangelo),4,0,0,4,4,0
jean_piaget,107,0,0,107,103,4
b._f._skinner,236,0,163,73,236,0
the_rape_of_the_sabine_women,31,3,0,28,30,1
guru_maneyo_granth,12,0,0,12,12,0
philip_johnson,2,0,0,2,2,0
evil_eye,35,0,0,35,34,1
the_crucible,4,4,0,0,4,0
memnon_(mythology),29,0,0,29,29,0
burundi,11,0,0,11,11,0
the_crystal_palace,9,0,0,9,9,0
winter_war,2,2,0,0,1,1
interactive_proof_system,1,0,0,1,1,0
tecumseh,235,0,141,94,235,0
ferdinand_foch,2,2,0,0,2,0
catalysis,106,0,0,106,106,0
coupled_receptor,6,0,0,6,0,6
mars_(mythology),228,0,0,228,228,0
plasma_(physics),208,0,119,89,208,0
private_language_argument,9,0,0,9,9,0
many-worlds_interpretation,34,0,0,34,34,0
john_hancock,188,0,92,96,178,10
golden_apples,3,3,0,0,2,1
qualia,60,0,0,60,60,0
paul_mccartney,21,0,0,21,21,0
war_of_,22,22,0,0,22,0
neptune,58,0,38,20,58,0
cygnus_(constellation),14,0,0,14,14,0
vladimir_lenin,1,1,0,0,0,1
pandora,138,0,10,128,138,0
diphthong,5,0,0,5,5,0
rational_choice_theory,38,0,0,38,36,2
murder_in_the_cathedral,2,2,0,0,2,0
penis_envy,6,0,0,6,6,0
fire_(classical_element),6,0,0,6,6,0
asteroid_belt,13,0,0,13,11,2
united_states,7,0,5,2,0,7
new_urbanism,5,0,0,5,5,0
torquato_tasso,1,1,0,0,1,0
the_general_theory_of_employment,2,1,0,1,1,1
david_copperfield_,3,0,3,0,0,3
belfast,14,0,0,14,14,0
xenopus,20,0,0,20,20,0
invisible_hand,48,0,0,48,46,2
antiope_(mother_of_amphion),12,0,0,12,12,0
ichiro_tanizaki,19,0,4,15,0,19
margaret_fuller,6,6,0,0,6,0
garbage_collection_(computer_science),6,0,0,6,6,0
the_voyage_of_life,7,0,0,7,7,0
brigham_young,126,0,93,33,121,5
constructivism_(philosophy_of_education),79,0,0,79,79,0
glass_house,3,0,0,3,3,0
dna_polymerase,59,0,0,59,56,3
wilson's_disease,34,0,0,34,34,0
insanity_defense,5,0,0,5,5,0
performance_liquid_chromatography,6,0,0,6,0,6
microcredit,6,0,0,6,6,0
pierre_bourdieu,196,0,104,92,187,9
kazuo_ishiguro,348,0,305,43,339,9
rubidium,37,0,0,37,37,0
jupiter,33,0,0,33,33,0
martin_luther,375,8,134,233,356,19
idomeneo,3,0,0,3,3,0
chiang_kai,18,4,6,8,4,14
thomas_hart_benton_,4,0,4,0,0,4
bertrand_russell,77,0,0,77,67,10
george_washington,447,14,113,320,431,16
treaty_of_versailles,9,9,0,0,9,0
flannery_o,14,1,10,3,1,13
tom_jones_(film),2,0,0,2,2,0
powder_diffraction,67,0,0,67,65,2
giovanni_battista_tiepolo,1,0,0,1,1,0
gottfried_wilhelm_leibniz,131,0,0,131,123,8
gordon_allport,24,0,0,24,23,1
miguel_hidalgo_y_costilla,153,0,104,49,142,11
women_in_love,1,1,0,0,1,0
aufbau_principle,4,0,0,4,4,0
council_of_constance,189,3,140,46,182,7
seneca_falls_convention,255,0,177,78,245,10
antaeus,14,0,0,14,14,0
john_harsanyi,3,1,0,2,2,1
el_salvador,24,0,0,24,24,0
robert_burns_woodward,22,0,0,22,22,0
no_longer_at_ease,1,1,0,0,1,0
biosphere_2,7,0,0,7,7,0
transcription_(genetics),119,0,81,38,119,0
stimulating_hormone,2,0,0,2,0,2
cardiff,16,0,0,16,16,0
italic_languages,4,0,0,4,4,0
the_principles_of_scientific_management_(monograph),6,0,0,6,6,0
limbourg_brothers,1,0,0,1,1,0
infinite_jest,2,2,0,0,2,0
archbishop_of_canterbury,5,0,0,5,4,1
yellow_river,23,0,0,23,22,1
arnold_schoenberg,11,0,0,11,10,1
hephaestus,384,0,231,153,384,0
epigoni_(play),3,0,0,3,3,0
the_myth_of_sisyphus,3,0,0,3,3,0
piet_mondrian,4,0,0,4,3,1
john_forbes_nash,1,0,0,1,0,1
sigmatropic_reaction,31,0,0,31,31,0
cleisthenes,89,0,65,24,89,0
centipede,8,0,0,8,8,0
crystal_field_theory,17,0,0,17,17,0
boomerang,5,0,0,5,5,0
john_wesley_powell,3,0,0,3,2,1
great_dividing_range,11,0,0,11,10,1
anthrax,103,0,42,61,103,0
son_of_jacob,3,0,0,3,0,3
shah_jahan,134,0,87,47,126,8
kurukshetra_war,125,0,0,125,122,3
francis_bacon_,1,0,0,1,0,1
mathis_der_maler_(opera),1,0,0,1,1,0
anansi,156,0,85,71,156,0
passenger_pigeon,15,0,0,15,15,0
medb,29,0,0,29,29,0
obsidian,2,0,0,2,2,0
ammonium,2,0,0,2,2,0
horatius_cocles,4,0,0,4,4,0
curvature,73,0,0,73,73,0
leon_czolgosz,3,3,0,0,3,0
epictetus,41,0,0,41,41,0
beta_particle,17,0,0,17,17,0
hawking_radiation,81,0,0,81,79,2
sri_lanka,142,2,110,30,137,5
glorious_revolution,2,2,0,0,2,0
proletariat,1,0,0,1,1,0
eugene_ormandy,1,0,0,1,1,0
europa_(moon),32,0,0,32,32,0
sir_gawain_and_the_green_knight,99,0,0,99,98,1
shock_(circulatory),29,0,0,29,29,0
george_eliots,1,1,0,0,0,1
treaty_of_portsmouth,104,0,97,7,98,6
wole_soyinka,302,0,114,188,291,11
blaise_pascal,24,0,0,24,24,0
x_chromosome,6,0,0,6,6,0
wilfred_owen,186,0,94,92,182,4
an_essay_concerning_human_understanding,167,3,159,5,163,4
pan's_labyrinth,18,0,0,18,18,0
youngstown_sheet_&amp;_tube_co._v._sawyer,4,0,0,4,4,0
appendicitis,37,0,0,37,37,0
olivine,6,0,0,6,6,0
frida_kahlo,3,0,0,3,3,0
albert_speer,9,0,0,9,9,0
jezebel,100,0,87,13,100,0
yeast,27,0,0,27,27,0
book_of_hours,6,0,0,6,6,0
jane_goodall,13,0,0,13,12,1
the_prairies,4,4,0,0,4,0
battle_of_balaclava,2,2,0,0,2,0
timor,7,0,0,7,7,0
founder_effect,2,0,0,2,2,0
bile_acid,28,0,0,28,27,1
edgeworth_box,2,0,0,2,2,0
susquehanna_river,26,0,0,26,25,1
manetho,7,0,0,7,7,0
camelot,1,0,0,1,1,0
death_comes_for_the_archbishop,64,0,42,22,62,2
gemara,3,0,0,3,3,0
cybele,399,0,194,205,399,0
battle_of_puebla,184,4,163,17,176,8
hernando_de_soto,171,0,89,82,163,8
pagliacci,2,0,0,2,2,0
harry_s,19,0,5,14,0,19
lawrence_kohlberg,7,0,0,7,6,1
augusta_national_golf_club,3,0,0,3,3,0
mikhail_gorbachev,217,0,70,147,212,5
lady_chatterley,4,4,0,0,3,1
the_sphere,1,1,0,0,0,1
adventures_of_huckleberry_finn,296,0,48,248,287,9
george_meade,167,0,133,34,165,2
alpha_decay,24,0,0,24,24,0
purim,195,0,108,87,195,0
caravaggio,6,0,0,6,6,0
arjuna,157,0,0,157,157,0
the_marriage_of_heaven_and_hell,1,0,0,1,1,0
common_carotid_artery,16,0,0,16,15,1
cornel_west,15,0,0,15,14,1
nylon,19,0,0,19,19,0
'pataphysics,1,0,0,1,1,0
telomerase,82,0,0,82,82,0
forbidden_city,3,3,0,0,3,0
franklin_pierce,410,11,181,218,392,18
gluon,115,0,103,12,115,0
satyagraha,1,0,0,1,1,0
zone_of_proximal_development,5,0,0,5,5,0
treaty_of_brest-litovsk,279,0,232,47,279,0
morgan_le_fay,32,0,0,32,32,0
lungfish,2,0,0,2,2,0
aspirin,123,0,37,86,123,0
east_timor,3,3,0,0,3,0
thin_layer_chromatography,11,0,0,11,10,1
joseph_addison,3,3,0,0,3,0
karl_jaspers,106,0,89,17,100,6
calorimeter,20,0,0,20,20,0
whiskey_rebellion,148,0,76,72,144,4
eugene_v,4,2,2,0,2,2
flagellum,122,0,76,46,122,0
emily_dickinson,315,0,91,224,301,14
battle_of_lepanto,139,0,88,51,134,5
northrop_frye,19,0,0,19,19,0
eugene_o,15,1,11,3,1,14
ilya_kabakov,2,0,0,2,2,0
tracey_emin,10,0,0,10,10,0
hypatia,35,0,0,35,35,0
diabelli_variations,4,0,0,4,4,0
lumbar_puncture,6,0,0,6,6,0
oslo,6,0,0,6,6,0
date_palm,13,0,0,13,13,0
ectoderm,20,0,0,20,20,0
particle_in_a_box,10,0,0,10,10,0
carmina_burana,2,0,0,2,2,0
shinto,98,0,0,98,98,0
trojan_war,14,14,0,0,14,0
stellar_parallax,4,0,0,4,4,0
indus_valley_civilization,166,0,127,39,165,1
father_damien,2,2,0,0,2,0
wicca,178,0,0,178,178,0
frederick_douglass,188,5,87,96,176,12
donner_party,69,0,0,69,65,4
hedonism,28,0,0,28,28,0
s_fan,11,0,8,3,0,11
infallibility,3,0,0,3,3,0
strong_interaction,19,0,0,19,19,0
poseidon,565,0,220,345,565,0
hanukkah,75,0,0,75,75,0
kinsey_reports,4,0,0,4,4,0
dan_flavin,2,0,0,2,2,0
talc,1,0,0,1,1,0
robert_motherwell,4,0,0,4,4,0
the_remains_of_the_day,4,4,0,0,4,0
fick's_laws_of_diffusion,70,0,0,70,70,0
kerr_effect,27,7,0,20,27,0
death_valley,5,0,0,5,5,0
cormac_mccarthy,199,0,157,42,195,4
joel_chandler_harris,3,3,0,0,3,0
yorkshire,17,0,0,17,17,0
shofar,34,0,0,34,34,0
ode_on_a_grecian_urn,184,0,61,123,178,6
new_caledonia,15,4,0,11,14,1
benjamin_harrison,470,8,194,268,455,15
agesilaus_ii,3,3,0,0,3,0
schenck_v,1,0,1,0,0,1
pablo_picasso,6,0,0,6,6,0
apollo_belvedere,3,0,0,3,3,0
the_call_of_the_wild,4,4,0,0,4,0
hydroxyl_radical,20,0,0,20,20,0
vladimir_mayakovsky,3,3,0,0,3,0
alcmene,45,0,0,45,45,0
manifest_destiny,147,0,29,118,141,6
james_george_frazer,24,0,0,24,23,1
ode_to_the_west_wind,1,1,0,0,1,0
writing_system,10,0,0,10,10,0
thymus,218,0,123,95,218,0
william_herschel,9,0,0,9,9,0
ragnar_frisch,3,0,0,3,3,0
carthusians,4,0,0,4,4,0
south_dakota,28,1,0,27,28,0
douglas_macarthur,318,5,69,244,304,14
joseph_stefan,1,0,0,1,1,0
thor_heyerdahl,39,0,0,39,37,2
mrs_dalloway,221,0,139,82,208,13
marco_polo,127,0,96,31,119,8
truman_doctrine,102,0,91,11,97,5
kebra_nagast,6,0,0,6,6,0
freedom_of_the_press,3,3,0,0,3,0
ethics_(book),84,0,64,20,84,0
atharvaveda,9,0,0,9,9,0
washington_allston,2,0,0,2,2,0
orestes_(play),7,0,0,7,7,0
lulu_(opera),4,0,0,4,4,0
varuna,39,0,0,39,39,0
mountains_of_bhutan,3,0,0,3,3,0
garuda,124,0,0,124,124,0
state_of_the_union_address,3,0,0,3,3,0
heterochromatin,7,0,0,7,7,0
e._m._forster,209,0,130,79,209,0
carnival,87,0,0,87,87,0
louis_sullivan,10,0,0,10,10,0
richard_brinsley_sheridan,2,2,0,0,2,0
mary_cassatt,7,0,0,7,7,0
seychelles,52,0,41,11,52,0
j._m._coetzee,229,0,158,71,229,0
jade_emperor,30,3,0,27,30,0
viracocha,30,0,0,30,30,0
richard_dawkins,70,0,0,70,67,3
john_donne,199,0,84,115,191,8
cycloaddition,2,0,0,2,2,0
conservation_of_energy,47,0,0,47,47,0
walt_whitman,365,0,69,296,352,13
charles_viii_of_france,4,4,0,0,4,0
blue_nile,11,0,0,11,11,0
potential_energy,66,4,0,62,64,2
sunni_islam,1,0,0,1,1,0
agent_orange,8,0,0,8,8,0
formaldehyde,49,0,0,49,49,0
the_tempest,522,2,225,295,505,17
curtis_lemay,5,5,0,0,5,0
citric_acid,5,0,0,5,5,0
mimicry,74,0,55,19,74,0
lester_b,5,0,5,0,0,5
wormhole,25,0,0,25,25,0
trofim_lysenko,2,0,0,2,2,0
the_clouds,7,7,0,0,7,0
lugh,67,0,0,67,67,0
punjabi_literature,2,0,0,2,2,0
"cartagena,_colombia",7,0,0,7,7,0
samuel_adams,365,0,179,186,352,13
piccolo,3,0,0,3,3,0
martha_graham,5,0,0,5,5,0
franz_schubert,6,0,0,6,6,0
franz_rosenzweig,1,0,0,1,1,0
escape_velocity,17,0,0,17,17,0
albedo,13,0,0,13,13,0
cassandra,55,0,0,55,55,0
centre_georges_pompidou,1,0,0,1,1,0
bavaria,1,0,0,1,1,0
single-nucleotide_polymorphism,1,0,0,1,1,0
book_of_job,46,0,0,46,45,1
emiliano_zapata,153,0,75,78,153,0
priapus,35,0,0,35,35,0
surface_tension,290,0,155,135,284,6
beirut,11,0,0,11,11,0
mexican_revolutionary,3,3,0,0,3,0
pain,48,0,0,48,48,0
chanson_de_geste,8,0,0,8,8,0
cecil_rhodes,177,0,104,73,171,6
merrimack_river,5,0,0,5,5,0
rollo_may,9,0,0,9,9,0
q_cycle,11,0,0,11,11,0
the_gulf_stream_(painting),1,0,0,1,1,0
robert_peel,4,4,0,0,4,0
roanoke_island,3,3,0,0,3,0
chinese_room,11,0,0,11,11,0
cornea,9,0,0,9,9,0
pablo_neruda,263,0,113,150,254,9
brandenburg_concertos,1,0,0,1,1,0
paul_krugman,86,0,0,86,83,3
minimum_wage,54,0,0,54,51,3
partition_function_(statistical_mechanics),148,0,110,38,148,0
chitin,1,0,0,1,1,0
little_women,48,3,0,45,45,3
histone,124,0,92,32,124,0
amalthea_(mythology),3,0,0,3,3,0
cyclopropane,2,0,0,2,2,0
bastille,217,0,97,120,217,0
war_of_the_austrian_succession,472,0,143,329,454,18
pygmalion_(mythology),14,0,0,14,14,0
ramayana,148,0,0,148,148,0
giant_magnetoresistance,72,0,0,72,69,3
carl_nielsen,9,0,0,9,9,0
a_priori_and_a_posteriori,12,0,0,12,12,0
this_side_of_paradise,2,2,0,0,2,0
electric_field,35,13,0,22,34,1
law_and_economics,15,0,0,15,15,0
macbeth_(character),69,0,46,23,69,0
balaam,24,0,0,24,24,0
being_and_time,14,4,0,10,14,0
dialectic,145,0,0,145,145,0
azide,75,0,53,22,75,0
atp_synthase,140,4,92,44,134,6
beer_hall_putsch,2,2,0,0,2,0
yellow_submarine_,2,0,0,2,0,2
the_sorrows_of_young_werther,508,3,426,79,493,15
immanuel_velikovsky,19,0,0,19,18,1
zechariah_(priest),12,0,0,12,12,0
alexander_calder,4,0,0,4,3,1
sonoran_desert,4,0,0,4,4,0
hawthorne_effect,13,0,0,13,13,0
johann_pachelbel,12,0,0,12,12,0
electric_dipole_moment,50,5,0,45,47,3
s_razor,4,0,0,4,0,4
the_garden_of_forking_paths,1,1,0,0,1,0
ganymede_(moon),26,0,0,26,26,0
the_plough_and_the_stars,4,4,0,0,4,0
fermi_surface,17,0,0,17,16,1
hubert_humphrey,192,5,71,116,184,8
acetic_acid,81,8,0,73,78,3
hanuman,436,0,228,208,436,0
steroid,16,0,0,16,16,0
instanton,37,0,0,37,37,0
second_council_of_nicaea,5,5,0,0,5,0
dna_repair,107,0,0,107,100,7
francisco_goya,1,0,0,1,1,0
sundiata_keita,17,1,0,16,15,2
magnetic_monopole,285,0,106,179,269,16
villa_capra_&quot;la_rotonda&quot;,1,0,0,1,1,0
eminent_domain,14,0,0,14,14,0
dewitt_clinton,8,8,0,0,8,0
barnard's_star,4,0,0,4,4,0
millard_fillmore,241,0,127,114,233,8
the_magic_flute,25,0,0,25,25,0
ronald_reagan,507,3,141,363,485,22
keeling_curve,1,0,0,1,1,0
curie_temperature,78,6,0,72,74,4
frankfurt_school,142,0,66,76,136,6
mars,30,0,0,30,30,0
shakers,43,0,0,43,43,0
meninges,7,0,0,7,7,0
measles,8,0,0,8,8,0
william_stanley_jevons,24,0,0,24,21,3
flannery_o'connor,209,0,142,67,209,0
hippolyta,16,0,0,16,16,0
bacchus_and_ariadne,5,0,0,5,5,0
enantioselective_reduction_of_ketones,4,0,0,4,4,0
tonsure,9,0,0,9,9,0
politics_and_the_english_language,4,4,0,0,4,0
grinling_gibbons,1,0,0,1,1,0
john_philip_sousa,3,0,0,3,3,0
hiram_powers,1,0,0,1,1,0
the_caucasian_chalk_circle,4,4,0,0,4,0
geography_of_cambodia,18,0,0,18,18,0
sargon_of_akkad,28,0,0,28,26,2
hijab,11,0,0,11,11,0
robert_penn_warren,259,1,217,41,253,6
gila_river,22,0,0,22,22,0
conversion_on_the_way_to_damascus,1,0,0,1,1,0
jacques_cartier,165,0,98,67,160,5
guadalajara,9,0,0,9,9,0
adsorption,107,0,0,107,107,0
humbaba,11,0,0,11,11,0
aldol_condensation,17,0,0,17,16,1
alexander_h,5,0,3,2,0,5
